Location ID,Location ODS Code,Location Name,Care Home?,Location Type,Location Primary Inspection Category,Location Street Address,Location Address Line 2,Location City,Location Post Code,Location Local Authority,Location Region,Location NHS Region,Location ONSPD CCG Code,Location ONSPD CCG,Location Commissioning CCG Code,Location Commissioning CCG Name,Service / Population Group,Domain,Latest Rating,Publication Date,Report Type,Inherited Rating (Y/N),URL,Provider ID,Provider Name,Brand ID,Brand Name
1-127619929,VM7LP,Spencers Lodge,Y,Social Care Org,Residential social care,Toynton All Saints,,Spilsby,PE23 5AE,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Overall,Overall,Good,09/02/2025,Location,N,http://www.cqc.org.uk/location/1-127619929,1-101671469,Linkage Community Trust,BD236,BRAND Linkage Community Trust
1-127619929,VM7LP,Spencers Lodge,Y,Social Care Org,Residential social care,Toynton All Saints,,Spilsby,PE23 5AE,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Overall,Safe,Good,09/02/2025,Location,N,http://www.cqc.org.uk/location/1-127619929,1-101671469,Linkage Community Trust,BD236,BRAND Linkage Community Trust
1-127619929,VM7LP,Spencers Lodge,Y,Social Care Org,Residential social care,Toynton All Saints,,Spilsby,PE23 5AE,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Overall,Well-led,Good,09/02/2025,Location,N,http://www.cqc.org.uk/location/1-127619929,1-101671469,Linkage Community Trust,BD236,BRAND Linkage Community Trust
1-127619929,VM7LP,Spencers Lodge,Y,Social Care Org,Residential social care,Toynton All Saints,,Spilsby,PE23 5AE,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Care Homes,Responsive,Good,09/02/2025,Location,N,http://www.cqc.org.uk/location/1-127619929,1-101671469,Linkage Community Trust,BD236,BRAND Linkage Community Trust
1-127619929,VM7LP,Spencers Lodge,Y,Social Care Org,Residential social care,Toynton All Saints,,Spilsby,PE23 5AE,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Care Homes,Caring,Good,09/02/2025,Location,N,http://www.cqc.org.uk/location/1-127619929,1-101671469,Linkage Community Trust,BD236,BRAND Linkage Community Trust
1-127619929,VM7LP,Spencers Lodge,Y,Social Care Org,Residential social care,Toynton All Saints,,Spilsby,PE23 5AE,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Care Homes,Safe,Good,09/02/2025,Location,N,http://www.cqc.org.uk/location/1-127619929,1-101671469,Linkage Community Trust,BD236,BRAND Linkage Community Trust
1-127619929,VM7LP,Spencers Lodge,Y,Social Care Org,Residential social care,Toynton All Saints,,Spilsby,PE23 5AE,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Care Homes,Overall,Good,09/02/2025,Location,N,http://www.cqc.org.uk/location/1-127619929,1-101671469,Linkage Community Trust,BD236,BRAND Linkage Community Trust
1-127619929,VM7LP,Spencers Lodge,Y,Social Care Org,Residential social care,Toynton All Saints,,Spilsby,PE23 5AE,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Care Homes,Effective,Good,09/02/2025,Location,N,http://www.cqc.org.uk/location/1-127619929,1-101671469,Linkage Community Trust,BD236,BRAND Linkage Community Trust
1-127619929,VM7LP,Spencers Lodge,Y,Social Care Org,Residential social care,Toynton All Saints,,Spilsby,PE23 5AE,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Care Homes,Well-led,Good,09/02/2025,Location,N,http://www.cqc.org.uk/location/1-127619929,1-101671469,Linkage Community Trust,BD236,BRAND Linkage Community Trust
1-127620003,VN1W1,CSL Mablethorpe,N,Social Care Org,Community based adult social care services,Stanley Avenue,,Mablethorpe,LN12 1DP,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Overall,Safe,Requires improvement,07/21/2022,Location,N,http://www.cqc.org.uk/location/1-127620003,1-101671469,Linkage Community Trust,BD236,BRAND Linkage Community Trust
1-127620003,VN1W1,CSL Mablethorpe,N,Social Care Org,Community based adult social care services,Stanley Avenue,,Mablethorpe,LN12 1DP,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Overall,Effective,Requires improvement,07/21/2022,Location,N,http://www.cqc.org.uk/location/1-127620003,1-101671469,Linkage Community Trust,BD236,BRAND Linkage Community Trust
1-127620003,VN1W1,CSL Mablethorpe,N,Social Care Org,Community based adult social care services,Stanley Avenue,,Mablethorpe,LN12 1DP,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Overall,Well-led,Requires improvement,07/21/2022,Location,N,http://www.cqc.org.uk/location/1-127620003,1-101671469,Linkage Community Trust,BD236,BRAND Linkage Community Trust
1-127620003,VN1W1,CSL Mablethorpe,N,Social Care Org,Community based adult social care services,Stanley Avenue,,Mablethorpe,LN12 1DP,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Overall,Overall,Requires improvement,07/21/2022,Location,N,http://www.cqc.org.uk/location/1-127620003,1-101671469,Linkage Community Trust,BD236,BRAND Linkage Community Trust
1-127620003,VN1W1,CSL Mablethorpe,N,Social Care Org,Community based adult social care services,Stanley Avenue,,Mablethorpe,LN12 1DP,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Overall,Caring,Good,07/21/2022,Location,N,http://www.cqc.org.uk/location/1-127620003,1-101671469,Linkage Community Trust,BD236,BRAND Linkage Community Trust
1-127620003,VN1W1,CSL Mablethorpe,N,Social Care Org,Community based adult social care services,Stanley Avenue,,Mablethorpe,LN12 1DP,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Overall,Responsive,Good,07/21/2022,Location,N,http://www.cqc.org.uk/location/1-127620003,1-101671469,Linkage Community Trust,BD236,BRAND Linkage Community Trust
1-127620019,VLC9F,Swallowdale,Y,Social Care Org,Residential social care,5 Bilsby Road,,Alford,LN13 9EW,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Overall,Safe,Good,08/07/2019,Location,N,http://www.cqc.org.uk/location/1-127620019,1-101671469,Linkage Community Trust,BD236,BRAND Linkage Community Trust
1-127620019,VLC9F,Swallowdale,Y,Social Care Org,Residential social care,5 Bilsby Road,,Alford,LN13 9EW,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Overall,Effective,Good,08/07/2019,Location,N,http://www.cqc.org.uk/location/1-127620019,1-101671469,Linkage Community Trust,BD236,BRAND Linkage Community Trust
1-127620019,VLC9F,Swallowdale,Y,Social Care Org,Residential social care,5 Bilsby Road,,Alford,LN13 9EW,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Overall,Caring,Good,08/07/2019,Location,N,http://www.cqc.org.uk/location/1-127620019,1-101671469,Linkage Community Trust,BD236,BRAND Linkage Community Trust
1-127620019,VLC9F,Swallowdale,Y,Social Care Org,Residential social care,5 Bilsby Road,,Alford,LN13 9EW,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Overall,Responsive,Good,08/07/2019,Location,N,http://www.cqc.org.uk/location/1-127620019,1-101671469,Linkage Community Trust,BD236,BRAND Linkage Community Trust
1-127620019,VLC9F,Swallowdale,Y,Social Care Org,Residential social care,5 Bilsby Road,,Alford,LN13 9EW,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Overall,Well-led,Good,08/07/2019,Location,N,http://www.cqc.org.uk/location/1-127620019,1-101671469,Linkage Community Trust,BD236,BRAND Linkage Community Trust
1-127620019,VLC9F,Swallowdale,Y,Social Care Org,Residential social care,5 Bilsby Road,,Alford,LN13 9EW,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Overall,Overall,Good,08/07/2019,Location,N,http://www.cqc.org.uk/location/1-127620019,1-101671469,Linkage Community Trust,BD236,BRAND Linkage Community Trust
1-127620076,VLC6P,The Palms,Y,Social Care Org,Residential social care,147 Drummond Road,,Skegness,PE25 3BT,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Overall,Safe,Good,09/11/2019,Location,N,http://www.cqc.org.uk/location/1-127620076,1-101671469,Linkage Community Trust,BD236,BRAND Linkage Community Trust
1-127620076,VLC6P,The Palms,Y,Social Care Org,Residential social care,147 Drummond Road,,Skegness,PE25 3BT,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Overall,Effective,Good,09/11/2019,Location,N,http://www.cqc.org.uk/location/1-127620076,1-101671469,Linkage Community Trust,BD236,BRAND Linkage Community Trust
1-127620076,VLC6P,The Palms,Y,Social Care Org,Residential social care,147 Drummond Road,,Skegness,PE25 3BT,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Overall,Caring,Good,09/11/2019,Location,N,http://www.cqc.org.uk/location/1-127620076,1-101671469,Linkage Community Trust,BD236,BRAND Linkage Community Trust
1-127620076,VLC6P,The Palms,Y,Social Care Org,Residential social care,147 Drummond Road,,Skegness,PE25 3BT,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Overall,Responsive,Good,09/11/2019,Location,N,http://www.cqc.org.uk/location/1-127620076,1-101671469,Linkage Community Trust,BD236,BRAND Linkage Community Trust
1-127620076,VLC6P,The Palms,Y,Social Care Org,Residential social care,147 Drummond Road,,Skegness,PE25 3BT,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Overall,Well-led,Good,09/11/2019,Location,N,http://www.cqc.org.uk/location/1-127620076,1-101671469,Linkage Community Trust,BD236,BRAND Linkage Community Trust
1-127620076,VLC6P,The Palms,Y,Social Care Org,Residential social care,147 Drummond Road,,Skegness,PE25 3BT,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Overall,Overall,Good,09/11/2019,Location,N,http://www.cqc.org.uk/location/1-127620076,1-101671469,Linkage Community Trust,BD236,BRAND Linkage Community Trust
1-127620198,VM0R8,Dunsford,Y,Social Care Org,Residential social care,24a Partney Road,,Spilsby,PE23 5EH,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Overall,Safe,Good,05/22/2019,Location,N,http://www.cqc.org.uk/location/1-127620198,1-101671469,Linkage Community Trust,BD236,BRAND Linkage Community Trust
1-127620198,VM0R8,Dunsford,Y,Social Care Org,Residential social care,24a Partney Road,,Spilsby,PE23 5EH,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Overall,Effective,Good,05/22/2019,Location,N,http://www.cqc.org.uk/location/1-127620198,1-101671469,Linkage Community Trust,BD236,BRAND Linkage Community Trust
1-127620198,VM0R8,Dunsford,Y,Social Care Org,Residential social care,24a Partney Road,,Spilsby,PE23 5EH,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Overall,Caring,Good,05/22/2019,Location,N,http://www.cqc.org.uk/location/1-127620198,1-101671469,Linkage Community Trust,BD236,BRAND Linkage Community Trust
1-127620198,VM0R8,Dunsford,Y,Social Care Org,Residential social care,24a Partney Road,,Spilsby,PE23 5EH,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Overall,Responsive,Good,05/22/2019,Location,N,http://www.cqc.org.uk/location/1-127620198,1-101671469,Linkage Community Trust,BD236,BRAND Linkage Community Trust
1-127620198,VM0R8,Dunsford,Y,Social Care Org,Residential social care,24a Partney Road,,Spilsby,PE23 5EH,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Overall,Well-led,Good,05/22/2019,Location,N,http://www.cqc.org.uk/location/1-127620198,1-101671469,Linkage Community Trust,BD236,BRAND Linkage Community Trust
1-127620198,VM0R8,Dunsford,Y,Social Care Org,Residential social care,24a Partney Road,,Spilsby,PE23 5EH,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Overall,Overall,Good,05/22/2019,Location,N,http://www.cqc.org.uk/location/1-127620198,1-101671469,Linkage Community Trust,BD236,BRAND Linkage Community Trust
1-127620213,VM5HJ,St Andrews Drive,Y,Social Care Org,Residential social care,87 St Andrews Drive,,Skegness,PE25 1DL,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Overall,Caring,Outstanding,09/11/2019,Location,N,http://www.cqc.org.uk/location/1-127620213,1-101671469,Linkage Community Trust,BD236,BRAND Linkage Community Trust
1-127620213,VM5HJ,St Andrews Drive,Y,Social Care Org,Residential social care,87 St Andrews Drive,,Skegness,PE25 1DL,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Overall,Safe,Good,09/11/2019,Location,N,http://www.cqc.org.uk/location/1-127620213,1-101671469,Linkage Community Trust,BD236,BRAND Linkage Community Trust
1-127620213,VM5HJ,St Andrews Drive,Y,Social Care Org,Residential social care,87 St Andrews Drive,,Skegness,PE25 1DL,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Overall,Effective,Good,09/11/2019,Location,N,http://www.cqc.org.uk/location/1-127620213,1-101671469,Linkage Community Trust,BD236,BRAND Linkage Community Trust
1-127620213,VM5HJ,St Andrews Drive,Y,Social Care Org,Residential social care,87 St Andrews Drive,,Skegness,PE25 1DL,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Overall,Responsive,Good,09/11/2019,Location,N,http://www.cqc.org.uk/location/1-127620213,1-101671469,Linkage Community Trust,BD236,BRAND Linkage Community Trust
1-127620213,VM5HJ,St Andrews Drive,Y,Social Care Org,Residential social care,87 St Andrews Drive,,Skegness,PE25 1DL,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Overall,Well-led,Good,09/11/2019,Location,N,http://www.cqc.org.uk/location/1-127620213,1-101671469,Linkage Community Trust,BD236,BRAND Linkage Community Trust
1-127620213,VM5HJ,St Andrews Drive,Y,Social Care Org,Residential social care,87 St Andrews Drive,,Skegness,PE25 1DL,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Overall,Overall,Good,09/11/2019,Location,N,http://www.cqc.org.uk/location/1-127620213,1-101671469,Linkage Community Trust,BD236,BRAND Linkage Community Trust
1-127620228,VM4M0,Vale View,Y,Social Care Org,Residential social care,Toynton All Saints,,Spilsby,PE23 5AE,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Overall,Caring,Outstanding,06/05/2019,Location,N,http://www.cqc.org.uk/location/1-127620228,1-101671469,Linkage Community Trust,BD236,BRAND Linkage Community Trust
1-127620228,VM4M0,Vale View,Y,Social Care Org,Residential social care,Toynton All Saints,,Spilsby,PE23 5AE,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Overall,Well-led,Outstanding,06/05/2019,Location,N,http://www.cqc.org.uk/location/1-127620228,1-101671469,Linkage Community Trust,BD236,BRAND Linkage Community Trust
1-127620228,VM4M0,Vale View,Y,Social Care Org,Residential social care,Toynton All Saints,,Spilsby,PE23 5AE,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Overall,Overall,Outstanding,06/05/2019,Location,N,http://www.cqc.org.uk/location/1-127620228,1-101671469,Linkage Community Trust,BD236,BRAND Linkage Community Trust
1-127620228,VM4M0,Vale View,Y,Social Care Org,Residential social care,Toynton All Saints,,Spilsby,PE23 5AE,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Overall,Responsive,Outstanding,06/05/2019,Location,N,http://www.cqc.org.uk/location/1-127620228,1-101671469,Linkage Community Trust,BD236,BRAND Linkage Community Trust
1-127620228,VM4M0,Vale View,Y,Social Care Org,Residential social care,Toynton All Saints,,Spilsby,PE23 5AE,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Overall,Safe,Good,06/05/2019,Location,N,http://www.cqc.org.uk/location/1-127620228,1-101671469,Linkage Community Trust,BD236,BRAND Linkage Community Trust
1-127620228,VM4M0,Vale View,Y,Social Care Org,Residential social care,Toynton All Saints,,Spilsby,PE23 5AE,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Overall,Effective,Good,06/05/2019,Location,N,http://www.cqc.org.uk/location/1-127620228,1-101671469,Linkage Community Trust,BD236,BRAND Linkage Community Trust
1-128732808,NVC27,Boston West Hospital,N,Independent Healthcare Org,Acute hospital - Independent non-specialist,Boston West Business Park,Sleaford Road,Boston,PE21 8EG,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Overall,Safe,Good,01/23/2026,Location,N,http://www.cqc.org.uk/location/1-128732808,1-102643458,Ramsay Health Care UK Operations Limited,BD170,BRAND Ramsay Health Care UK
1-128732808,NVC27,Boston West Hospital,N,Independent Healthcare Org,Acute hospital - Independent non-specialist,Boston West Business Park,Sleaford Road,Boston,PE21 8EG,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Overall,Effective,Good,01/23/2026,Location,N,http://www.cqc.org.uk/location/1-128732808,1-102643458,Ramsay Health Care UK Operations Limited,BD170,BRAND Ramsay Health Care UK
1-128732808,NVC27,Boston West Hospital,N,Independent Healthcare Org,Acute hospital - Independent non-specialist,Boston West Business Park,Sleaford Road,Boston,PE21 8EG,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Overall,Caring,Good,01/23/2026,Location,N,http://www.cqc.org.uk/location/1-128732808,1-102643458,Ramsay Health Care UK Operations Limited,BD170,BRAND Ramsay Health Care UK
1-128732808,NVC27,Boston West Hospital,N,Independent Healthcare Org,Acute hospital - Independent non-specialist,Boston West Business Park,Sleaford Road,Boston,PE21 8EG,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Overall,Responsive,Good,01/23/2026,Location,N,http://www.cqc.org.uk/location/1-128732808,1-102643458,Ramsay Health Care UK Operations Limited,BD170,BRAND Ramsay Health Care UK
1-128732808,NVC27,Boston West Hospital,N,Independent Healthcare Org,Acute hospital - Independent non-specialist,Boston West Business Park,Sleaford Road,Boston,PE21 8EG,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Overall,Well-led,Good,01/23/2026,Location,N,http://www.cqc.org.uk/location/1-128732808,1-102643458,Ramsay Health Care UK Operations Limited,BD170,BRAND Ramsay Health Care UK
1-128732808,NVC27,Boston West Hospital,N,Independent Healthcare Org,Acute hospital - Independent non-specialist,Boston West Business Park,Sleaford Road,Boston,PE21 8EG,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Overall,Overall,Good,01/23/2026,Location,N,http://www.cqc.org.uk/location/1-128732808,1-102643458,Ramsay Health Care UK Operations Limited,BD170,BRAND Ramsay Health Care UK
1-128732808,NVC27,Boston West Hospital,N,Independent Healthcare Org,Acute hospital - Independent non-specialist,Boston West Business Park,Sleaford Road,Boston,PE21 8EG,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Outpatients and diagnostic imaging,Effective,Insufficient evidence to rate,10/23/2015,Location,N,http://www.cqc.org.uk/location/1-128732808,1-102643458,Ramsay Health Care UK Operations Limited,BD170,BRAND Ramsay Health Care UK
1-128732808,NVC27,Boston West Hospital,N,Independent Healthcare Org,Acute hospital - Independent non-specialist,Boston West Business Park,Sleaford Road,Boston,PE21 8EG,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Outpatients and diagnostic imaging,Safe,Good,10/23/2015,Location,N,http://www.cqc.org.uk/location/1-128732808,1-102643458,Ramsay Health Care UK Operations Limited,BD170,BRAND Ramsay Health Care UK
1-128732808,NVC27,Boston West Hospital,N,Independent Healthcare Org,Acute hospital - Independent non-specialist,Boston West Business Park,Sleaford Road,Boston,PE21 8EG,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Outpatients and diagnostic imaging,Caring,Good,10/23/2015,Location,N,http://www.cqc.org.uk/location/1-128732808,1-102643458,Ramsay Health Care UK Operations Limited,BD170,BRAND Ramsay Health Care UK
1-128732808,NVC27,Boston West Hospital,N,Independent Healthcare Org,Acute hospital - Independent non-specialist,Boston West Business Park,Sleaford Road,Boston,PE21 8EG,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Outpatients and diagnostic imaging,Responsive,Good,10/23/2015,Location,N,http://www.cqc.org.uk/location/1-128732808,1-102643458,Ramsay Health Care UK Operations Limited,BD170,BRAND Ramsay Health Care UK
1-128732808,NVC27,Boston West Hospital,N,Independent Healthcare Org,Acute hospital - Independent non-specialist,Boston West Business Park,Sleaford Road,Boston,PE21 8EG,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Outpatients and diagnostic imaging,Well-led,Good,10/23/2015,Location,N,http://www.cqc.org.uk/location/1-128732808,1-102643458,Ramsay Health Care UK Operations Limited,BD170,BRAND Ramsay Health Care UK
1-128732808,NVC27,Boston West Hospital,N,Independent Healthcare Org,Acute hospital - Independent non-specialist,Boston West Business Park,Sleaford Road,Boston,PE21 8EG,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Outpatients and diagnostic imaging,Overall,Good,10/23/2015,Location,N,http://www.cqc.org.uk/location/1-128732808,1-102643458,Ramsay Health Care UK Operations Limited,BD170,BRAND Ramsay Health Care UK
1-128732808,NVC27,Boston West Hospital,N,Independent Healthcare Org,Acute hospital - Independent non-specialist,Boston West Business Park,Sleaford Road,Boston,PE21 8EG,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Surgery,Safe,Good,01/23/2026,Location,N,http://www.cqc.org.uk/location/1-128732808,1-102643458,Ramsay Health Care UK Operations Limited,BD170,BRAND Ramsay Health Care UK
1-128732808,NVC27,Boston West Hospital,N,Independent Healthcare Org,Acute hospital - Independent non-specialist,Boston West Business Park,Sleaford Road,Boston,PE21 8EG,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Surgery,Effective,Good,01/23/2026,Location,N,http://www.cqc.org.uk/location/1-128732808,1-102643458,Ramsay Health Care UK Operations Limited,BD170,BRAND Ramsay Health Care UK
1-128732808,NVC27,Boston West Hospital,N,Independent Healthcare Org,Acute hospital - Independent non-specialist,Boston West Business Park,Sleaford Road,Boston,PE21 8EG,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Surgery,Caring,Good,01/23/2026,Location,N,http://www.cqc.org.uk/location/1-128732808,1-102643458,Ramsay Health Care UK Operations Limited,BD170,BRAND Ramsay Health Care UK
1-128732808,NVC27,Boston West Hospital,N,Independent Healthcare Org,Acute hospital - Independent non-specialist,Boston West Business Park,Sleaford Road,Boston,PE21 8EG,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Surgery,Responsive,Good,01/23/2026,Location,N,http://www.cqc.org.uk/location/1-128732808,1-102643458,Ramsay Health Care UK Operations Limited,BD170,BRAND Ramsay Health Care UK
1-128732808,NVC27,Boston West Hospital,N,Independent Healthcare Org,Acute hospital - Independent non-specialist,Boston West Business Park,Sleaford Road,Boston,PE21 8EG,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Surgery,Well-led,Good,01/23/2026,Location,N,http://www.cqc.org.uk/location/1-128732808,1-102643458,Ramsay Health Care UK Operations Limited,BD170,BRAND Ramsay Health Care UK
1-128732808,NVC27,Boston West Hospital,N,Independent Healthcare Org,Acute hospital - Independent non-specialist,Boston West Business Park,Sleaford Road,Boston,PE21 8EG,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Surgery,Overall,Good,01/23/2026,Location,N,http://www.cqc.org.uk/location/1-128732808,1-102643458,Ramsay Health Care UK Operations Limited,BD170,BRAND Ramsay Health Care UK
1-128732808,NVC27,Boston West Hospital,N,Independent Healthcare Org,Acute hospital - Independent non-specialist,Boston West Business Park,,Boston,PE21 8EG,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Outpatients,Well-led,Good,01/23/2026,Location,N,http://www.cqc.org.uk/location/1-128732808,1-102643458,Ramsay Health Care UK Operations Limited,BD170,BRAND Ramsay Health Care UK
1-128732808,NVC27,Boston West Hospital,N,Independent Healthcare Org,Acute hospital - Independent non-specialist,Boston West Business Park,,Boston,PE21 8EG,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Outpatients,Caring,Good,01/23/2026,Location,N,http://www.cqc.org.uk/location/1-128732808,1-102643458,Ramsay Health Care UK Operations Limited,BD170,BRAND Ramsay Health Care UK
1-128732808,NVC27,Boston West Hospital,N,Independent Healthcare Org,Acute hospital - Independent non-specialist,Boston West Business Park,,Boston,PE21 8EG,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Outpatients,Safe,Good,01/23/2026,Location,N,http://www.cqc.org.uk/location/1-128732808,1-102643458,Ramsay Health Care UK Operations Limited,BD170,BRAND Ramsay Health Care UK
1-128732808,NVC27,Boston West Hospital,N,Independent Healthcare Org,Acute hospital - Independent non-specialist,Boston West Business Park,,Boston,PE21 8EG,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Outpatients,Responsive,Good,01/23/2026,Location,N,http://www.cqc.org.uk/location/1-128732808,1-102643458,Ramsay Health Care UK Operations Limited,BD170,BRAND Ramsay Health Care UK
1-128732808,NVC27,Boston West Hospital,N,Independent Healthcare Org,Acute hospital - Independent non-specialist,Boston West Business Park,,Boston,PE21 8EG,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Outpatients,Overall,Good,01/23/2026,Location,N,http://www.cqc.org.uk/location/1-128732808,1-102643458,Ramsay Health Care UK Operations Limited,BD170,BRAND Ramsay Health Care UK
1-128732808,NVC27,Boston West Hospital,N,Independent Healthcare Org,Acute hospital - Independent non-specialist,Boston West Business Park,,Boston,PE21 8EG,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Outpatients,Effective,Good,01/23/2026,Location,N,http://www.cqc.org.uk/location/1-128732808,1-102643458,Ramsay Health Care UK Operations Limited,BD170,BRAND Ramsay Health Care UK
1-128766946,NT450,Lincoln Private Hospital,N,Independent Healthcare Org,Acute hospital - Independent non-specialist,Nettleham Road,,Lincoln,LN2 1QU,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Outpatients and diagnostic imaging,Effective,Insufficient evidence to rate,05/27/2016,Location,N,http://www.cqc.org.uk/location/1-128766946,1-102643500,Circle Health Group Limited,BD210,BRAND Circle Healthcare Ltd
1-128766946,NT450,Lincoln Private Hospital,N,Independent Healthcare Org,Acute hospital - Independent non-specialist,Nettleham Road,,Lincoln,LN2 1QU,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Outpatients and diagnostic imaging,Safe,Good,05/27/2016,Location,N,http://www.cqc.org.uk/location/1-128766946,1-102643500,Circle Health Group Limited,BD210,BRAND Circle Healthcare Ltd
1-128766946,NT450,Lincoln Private Hospital,N,Independent Healthcare Org,Acute hospital - Independent non-specialist,Nettleham Road,,Lincoln,LN2 1QU,Lincolnshire,East Midlands,Midlands,E38000238,NHS Lincolnshire CCG,,,Outpatients and diagnostic imaging,Caring,Good,05/27/2016,Location,N,http://www.cqc.org.uk/location/1-128766946,1-102643500,Circle Health Group Limited,BD210,BRAND Circle Healthcare Ltd
